"aou","SPEC","nObs","r2","Estimate","std.error","z.value","p.value","term","sig"
2890,"NOBO",257,0.138576279228288,0.00254901918713915,0.0067354712790581,0.378447042757728,0.705098527104064,"tmax","p > 0.05"
2890,"NOBO",257,0.138576279228288,0.0065186358745997,0.00430875304340485,1.51288222112831,0.130309578706015,"deltaED","p > 0.05"
2890,"NOBO",257,0.138576279228288,-0.0106960113359311,0.00616821744673975,-1.73405224901474,0.0829088129550684,"tmin","p > 0.05"
2890,"NOBO",257,0.138576279228288,-0.00130374181863675,0.00311368136340907,-0.418713948690411,0.675425200289671,"deltaProp","p > 0.05"
2890,"NOBO",257,0.138576279228288,-0.0044063386129989,0.00741513537535478,-0.594235761041392,0.552354437434924,"tmax:deltaED","p > 0.05"
2890,"NOBO",257,0.138576279228288,0.0028719055795579,0.00603066758318742,0.476216859898618,0.6339198892665,"deltaED:tmin","p > 0.05"
7360,"CACH",314,0.0641441795224397,0.00239197732415576,0.00477401147668055,0.501041385392509,0.616341997078851,"tmax","p > 0.05"
7360,"CACH",314,0.0641441795224397,0.00259031087504472,0.00314290020225264,0.824178532041248,0.409838123267896,"deltaED","p > 0.05"
7360,"CACH",314,0.0641441795224397,0.000852777374493391,0.0043528850693394,0.195910840950094,0.844679951844572,"tmin","p > 0.05"
7360,"CACH",314,0.0641441795224397,-0.000340229118366567,0.00219999692719394,-0.154649815261571,0.877097395490806,"deltaProp","p > 0.05"
7360,"CACH",314,0.0641441795224397,-0.00463581871140743,0.00484153230128283,-0.957510643929631,0.338309576603483,"tmax:deltaED","p > 0.05"
7360,"CACH",314,0.0641441795224397,-0.00295859377514742,0.00364421902920723,-0.811859482494125,0.416872265926745,"deltaED:tmin","p > 0.05"
4650,"ACFL",269,0.12794689844045,0.0118601237998157,0.00488859076824905,2.42608235421262,0.0152628063611515,"tmax","p < 0.05"
4650,"ACFL",269,0.12794689844045,0.00171454385024077,0.00340709460527778,0.503227543956321,0.614804301510868,"deltaED","p > 0.05"
4650,"ACFL",269,0.12794689844045,0.000792388211058493,0.00464871389927021,0.170453210980114,0.864653728042166,"tmin","p > 0.05"
4650,"ACFL",269,0.12794689844045,0.00503657895348196,0.00264110632125679,1.90699591036731,0.0565211170799613,"deltaProp","p > 0.05"
4650,"ACFL",269,0.12794689844045,0.00482928969186901,0.00449068936710993,1.07540052252089,0.282195447969035,"tmax:deltaED","p > 0.05"
4650,"ACFL",269,0.12794689844045,-0.0070727177854045,0.00407861296533283,-1.73409878444481,0.082900557174268,"deltaED:tmin","p > 0.05"
6100,"SUTA",232,0.0854207499152834,0.00650022565339785,0.0054557145878231,1.19145265918163,0.233475930842888,"tmax","p > 0.05"
6100,"SUTA",232,0.0854207499152834,-0.00191254357707623,0.00331295909436001,-0.57729163645037,0.563742462562322,"deltaED","p > 0.05"
6100,"SUTA",232,0.0854207499152834,-0.0042530649279873,0.00480287252879153,-0.885525256498413,0.375873403879895,"tmin","p > 0.05"
6100,"SUTA",232,0.0854207499152834,0.00325946055240183,0.00220938305735828,1.47528086700326,0.140137048133125,"deltaProp","p > 0.05"
6100,"SUTA",232,0.0854207499152834,-0.0190458282344354,0.00665578043856368,-2.86154695309413,0.00421579053500887,"tmax:deltaED","p < 0.05"
6100,"SUTA",232,0.0854207499152834,0.000623681713411674,0.00531912092921953,0.117252779493244,0.906659743337038,"deltaED:tmin","p > 0.05"
3870,"YBCU",362,0.0868225629626798,-0.00284092243913524,0.00360423599937206,-0.78821765268151,0.430569405251449,"tmax","p > 0.05"
3870,"YBCU",362,0.0868225629626798,0.00468438918949229,0.00259696933955921,1.80379071794794,0.0712641215110756,"deltaED","p > 0.05"
3870,"YBCU",362,0.0868225629626798,0.0102378699178948,0.0033371883942806,3.06781299354896,0.00215631513040582,"tmin","p < 0.05"
3870,"YBCU",362,0.0868225629626798,0.00241044025036652,0.00177752565221692,1.35606495881521,0.175078500806443,"deltaProp","p > 0.05"
3870,"YBCU",362,0.0868225629626798,-0.00936064284955325,0.00395103382236552,-2.36916292555273,0.0178283978431155,"tmax:deltaED","p < 0.05"
