"aou","param","Estimate","Std..Error","Adjusted.SE","z.value","Pr...z.."
4650,"dEDz",-0.00433630111237073,0.00964779165523232,0.00966531548036549,0.44864558442812,0.6536873
4770,"(Intercept)",-0.0787155027164084,0.0228401830612325,0.0228581549380701,3.44365076401281,0.0005739
4770,"dEDz",0.0315338939977565,0.0168449784994927,0.0168573053104583,1.87063670124031,0.0613955
4770,"tmax",0.237382626841078,0.561608747167145,0.56195032132619,0.422426356623233,0.6727138
4770,"tmin",0.154780548502194,0.448292227181954,0.448601121397253,0.345029339249312,0.7300723
4770,"ppt",1.60761498582752e-05,0.00146465760749632,0.00146609115405234,0.0109653140010019,0.9912511
4880,"(Intercept)",-0.28150734912339,0.041640365526771,0.0416714614989591,6.75539899483538,0
4880,"dEDz",-0.0426828591651386,0.0372407471912595,0.0372567817497345,1.14563999252144,0.2519441
4880,"ppt",0.00208258523677875,0.00478402198302039,0.00478644741862246,0.435100410520778,0.6634895
4880,"tmin",0.207325805167247,0.747974180803679,0.748465047444248,0.277001318732509,0.7817791
4880,"tmax",0.01926890299313,0.736351179768321,0.736969607632112,0.0261461297638055,0.9791408
4930,"(Intercept)",-0.403612591525068,0.129947863261315,0.130027417143128,3.10405759333657,0.0019089
4930,"ppt",-0.0135646169910489,0.0186666783074949,0.0186744567520336,0.72637277598834,0.4676103
4930,"tmin",-1.38137707032731,2.71800208784141,2.71932495388595,0.507985288169884,0.6114637
4930,"dEDz",0.00586620228030122,0.0392499304461195,0.0392807814878133,0.149340264070897,0.8812851
4930,"tmax",-0.182508710910874,2.0084195371377,2.01006427925604,0.0907974500091228,0.9276535
