"aou","SPEC","nObs","Estimate","std.error","z.value","p.value","term","r2"
6740,"OVEN",443,-0.0295316756587553,0.0327505346951899,-0.901715832538534,0.367207840357616,"(Intercept)",0.00113992267535656
6740,"OVEN",443,0.00318202066935375,0.0178639098280683,0.178125656699972,0.858624293100044,"tmax",0.00113992267535656
6740,"OVEN",443,0.00293190764075716,0.00230422908798732,1.27240284225302,0.203230024736995,"mean_tmax",0.00113992267535656
6740,"OVEN",443,0.00365303947974701,0.00742506990154007,0.491987217384892,0.622728379986364,"tmin",0.00113992267535656
6740,"OVEN",443,-0.0032475211112313,0.00212901759138666,-1.52536133302503,0.127168997613258,"mean_tmin",0.00113992267535656
6740,"OVEN",443,1.30985659544569e-05,0.000764039233921806,0.0171438394429329,0.98632186522512,"tmax:mean_tmax",0.00113992267535656
6740,"OVEN",443,-0.000497678417561677,0.000650227710444696,-0.765390969297988,0.444038768858069,"tmin:mean_tmin",0.00113992267535656
4610,"EAWP",556,0.00781659517183436,0.0367581848354092,0.212649106772667,0.831600665655633,"(Intercept)",0.000326399628424179
4610,"EAWP",556,0.0754096198374389,0.0201218739970735,3.74764397433391,0.000178503379002715,"tmax",0.000326399628424179
4610,"EAWP",556,5.9466518459509e-07,0.00269171981182237,0.000220923879960777,0.999823728248501,"mean_tmax",0.000326399628424179
4610,"EAWP",556,-0.00524038183672675,0.010360123558376,-0.505822329936402,0.612981381218361,"tmin",0.000326399628424179
4610,"EAWP",556,-0.00159977612375875,0.00255810683748782,-0.62537502355836,0.531724950758532,"mean_tmin",0.000326399628424179
